formula,reagent,detection,instrument,phase,environment,setting,biome,reference,doi,note
C19H32O13,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C19H32O14,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C19H32O15,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C19H32O16,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C19H32O17,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C19H32O18,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H28O10,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H28O11,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H28O12,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H28O13,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H28O14,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H28O15,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H28O16,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H28O17,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H28O18,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H30O10,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H30O11,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H30O12,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H30O13,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H30O14,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H30O15,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H30O16,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H30O17,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H30O18,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H32O10,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H32O12,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H32O13,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H32O14,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H32O15,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H32O16,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H32O17,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C20H32O18,NO3-,adduct,CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Yan et al., 2016, ACP",10.5194/acp-16-12715-2016,Major peak of the O3+monoterpene factor | range-expanded: C19–20H28–32O10–18 (Cartesian product of three index ranges; may include combinations never measured) | source: main text
C5H6O7,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Riva et al., 2019, AMT",10.5194/amt-12-2403-2019,One of the two main exceptions to the poor vocus vs amine/nitrate correlation (178.011 Da) | multi-reagent-ion comparison
C5H6O7,C4H12N+,adduct,amine CI-APi-TOF,gas,chamber,chamber,,"Riva et al., 2019, AMT",10.5194/amt-12-2403-2019,As above; also detected with the butylamine reagent ion (178.011 Da) | multi-reagent-ion comparison
C5H6O7,H3O+,prot,Vocus PTR-TOF,gas,chamber,chamber,,"Riva et al., 2019, AMT",10.5194/amt-12-2403-2019,As above; also detected by the Vocus (178.011 Da) | multi-reagent-ion comparison
C7H9NO8,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Riva et al., 2019, AMT",10.5194/amt-12-2403-2019,"Correlation nearly identical across nitrate, vocus and iodide (235.033 Da) | multi-reagent-ion comparison"
C7H9NO8,H3O+,prot,Vocus PTR-TOF,gas,chamber,chamber,,"Riva et al., 2019, AMT",10.5194/amt-12-2403-2019,As above (235.033 Da) | multi-reagent-ion comparison
C7H9NO8,I-,adduct,iodide ToF-CIMS,gas,chamber,chamber,,"Riva et al., 2019, AMT",10.5194/amt-12-2403-2019,As above (235.033 Da) | multi-reagent-ion comparison
C10H16O8,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Riva et al., 2019, AMT",10.5194/amt-12-2403-2019,α-pinene ozonolysis HOM monomer; tracer signal shown alongside NO in the figure
C10H30O5Si5,H3O+,prot,Vocus PTR-TOF,gas,chamber,chamber,,"Riva et al., 2019, AMT",10.5194/amt-12-2403-2019,Decamethylcyclopentasiloxane (D5); evidence that the Vocus still transmits below 400 Th | common siloxane interference
C10H14O5,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,"Closed-shell C10 monomer; Table 2 RHO:RO2 pair, rate constants fitted to measured data"
C10H14O6,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,"Closed-shell C10 monomer; Table 2 RHO:RO2 pair, rate constants fitted to measured data"
C10H14O7,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,"Closed-shell C10 monomer; Table 2 RHO:RO2 pair, rate constants fitted to measured data"
C10H14O8,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,"Closed-shell C10 monomer; Table 2 RHO:RO2 pair, rate constants fitted to measured data"
C10H14O9,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,"Closed-shell C10 monomer; Table 2 RHO:RO2 pair, rate constants fitted to measured data"
C10H14O10,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,"Closed-shell C10 monomer; Table 2 RHO:RO2 pair, rate constants fitted to measured data"
C10H14O11,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,"Closed-shell C10 monomer; Table 2 RHO:RO2 pair, rate constants fitted to measured data"
C10H16O5,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,Closed-shell C10 monomer (OH addition channel); Table 2
C10H16O7,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,Closed-shell C10 monomer (OH addition channel); Table 2
C10H16O9,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,Closed-shell C10 monomer (OH addition channel); Table 2
C10H16O11,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,Closed-shell C10 monomer (OH addition channel); Table 2
C10H15O6,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C10 RO2 peroxy radical; Table 2 RHO:RO2 pair
C10H15O7,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C10 RO2 peroxy radical; Table 2 RHO:RO2 pair
C10H15O8,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C10 RO2 peroxy radical; Table 2 RHO:RO2 pair
C10H15O9,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C10 RO2 peroxy radical; Table 2 RHO:RO2 pair
C10H15O10,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C10 RO2 peroxy radical; Table 2 RHO:RO2 pair
C10H15O11,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C10 RO2 peroxy radical; Table 2 RHO:RO2 pair
C10H15O12,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C10 RO2 peroxy radical; Table 2 RHO:RO2 pair
C20H30O14,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C20 dimer; kdimer given in Table 2
C20H30O15,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C20 dimer; kdimer given in Table 2
C20H30O16,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C20 dimer; kdimer given in Table 2
C20H30O17,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C20 dimer; kdimer given in Table 2
C20H30O18,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C20 dimer; kdimer given in Table 2
C20H30O8,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C20 dimer; trend vs reacted AP discussed in the main text
C20H30O10,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C20 dimer; trend vs reacted AP discussed in the main text
C20H30O12,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Molteni et al., 2019, ACS Earth Space Chem",10.1021/acsearthspacechem.9b00035,C20 dimer; trend vs reacted AP discussed in the main text
C10H14O7,NO3-,adduct,nitrate CI-APi-TOF,gas,,,,"Bianchi et al., 2019, Chem. Rev.",10.1021/acs.chemrev.8b00395,"**Historical misassignment corrected**: originally reported as the ion C10H14NO10⁻, actually C10H14O7·NO3⁻(the study that coined the term HOM) | review"
C10H15NO8,NO3-,adduct,nitrate CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Bianchi et al., 2019, Chem. Rev.",10.1021/acs.chemrev.8b00395,"Major ambient organic nitrate, 339 Th, daytime maximum | written in the review as C10H15O8N | same molecule as Yan 2016's C10H15O5NO3"
C10H15NO9,NO3-,adduct,nitrate CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Bianchi et al., 2019, Chem. Rev.",10.1021/acs.chemrev.8b00395,"Major ambient organic nitrate, 355 Th, daytime maximum | written in the review as C10H15O9N | same molecule as Yan 2016's C10H15O6NO3"
C15H22O9,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Bianchi et al., 2019, Chem. Rev.",10.1021/acs.chemrev.8b00395,"Cyclohexene (C6H10) + mesitylene (C9H12) cross-precursor dimer | review, citing Berndt et al. 2015"
C15H22O11,NO3-,adduct,nitrate CI-APi-TOF,gas,chamber,chamber,,"Bianchi et al., 2019, Chem. Rev.",10.1021/acs.chemrev.8b00395,"As above, cross-precursor dimer | review, citing Berndt et al. 2015"
C15H24O9,NO3-,adduct,nitrate CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Bianchi et al., 2019, Chem. Rev.",10.1021/acs.chemrev.8b00395,"Putative sesquiterpene HOM at SMEAR II, seen in both charged and neutral measurements | review"
C15H24O7,NO3-,adduct,nitrate CI-APi-TOF,gas,boreal forest,atmosphere,forest,"Bianchi et al., 2019, Chem. Rev.",10.1021/acs.chemrev.8b00395,"Putative sesquiterpene HOM at SMEAR II, seen in both charged and neutral measurements | review"
